ncessch,school_name,latitude,longitude,enrollment,teachers_fte,school_level,school_type,student_teacher_ratio,norm_enrollment,norm_student_teacher_ratio,total_athletes,norm_total_athletes,city_location,lea_name,is_magnet,ap_count,stem_score,arts_participants,world_lang,norm_ap_count,norm_arts,norm_world_lang
062271003375,Stoner Avenue Elementary,33.995097,-118.413344,275.0,16.0,1,1,17.1875,0.0183093885733377,0.0422167802385008,-4.0,0.0,Culver City,Los Angeles Unified,0,0,0.1543,188,52,0.0,0.30169491525423725,0.012795275590551181
062271003376,Stoney Point Continuation,34.251997,-118.588129,114.0,6.0,3,4,19.0,0.0075509522218509,0.0468483816013628,-4.0,0.0,Chatsworth,Los Angeles Unified,0,0,0.066,81,12,0.0,0.12033898305084746,0.002952755905511811
062271003377,Strathern Street Elementary,34.215028,-118.400187,469.0,23.0,1,1,20.39130434782609,0.0312729702639492,0.0504036738019406,-4.0,0.0,North Hollywood,Los Angeles Unified,0,0,0.0818,132,168,0.0,0.20677966101694914,0.04133858267716535
062271003378,Sun Valley Magnet,34.204041,-118.377567,1264.0,73.0,3,4,17.315068493150687,0.0843969261610424,0.0425427644629063,132.0,0.0582441113490364,Sun Valley,Los Angeles Unified,1,0,0.5545,418,203,0.0,0.6915254237288135,0.049950787401574805
062271003379,Sunland Elementary,34.262776,-118.314742,313.0,17.0,1,1,18.41176470588235,0.0208486468426328,0.0453452249724421,-4.0,0.0,Sunland,Los Angeles Unified,0,0,0.1453,289,96,0.0,0.4728813559322034,0.023622047244094488
062271003380,Sunny Brae Avenue Elementary,34.213262,-118.583028,460.0,24.0,1,1,19.166666666666668,0.0306715669896424,0.047274275979557,-4.0,0.0,Winnetka,Los Angeles Unified,0,0,0.1134,45,57,0.0,0.05932203389830508,0.014025590551181102
062271003381,Superior Street Elementary,34.247639,-118.574997,429.0,19.0,1,1,22.57894736842105,0.028600066822586,0.0559939029857437,-4.0,0.0,Chatsworth,Los Angeles Unified,0,0,0.078,147,31,0.0,0.23220338983050845,0.007627952755905512
062271003382,John A. Sutter Middle,34.203664,-118.569886,818.0,44.0,2,1,18.59090909090909,0.0545940527898429,0.0458030044912498,-4.0,0.0,Canoga Park,Los Angeles Unified,1,0,0.2852,270,120,0.0,0.4406779661016949,0.02952755905511811
062271003384,Sylmar Elementary,34.312448,-118.446985,421.0,20.0,1,1,21.05,0.0280654861343133,0.0520868824531516,-4.0,0.0,Sylmar,Los Angeles Unified,1,0,0.4177,71,89,0.0,0.10338983050847457,0.021899606299212598
062271003385,Sylmar Charter High,34.307211,-118.441848,1570.0,73.0,3,1,21.506849315068493,0.1048446374874707,0.0532542997829688,498.0,0.2149892933618843,Sylmar,Los Angeles Unified,1,0,0.393,411,548,0.0,0.6796610169491526,0.13484251968503938
062271003386,Sylvan Park Elementary,34.183455,-118.461481,671.0,34.0,1,1,19.73529411764705,0.0447711326428332,0.0487273273875137,-4.0,0.0,Van Nuys,Los Angeles Unified,0,0,0.0926,55,151,0.0,0.07627118644067797,0.03715551181102362
062271003387,Taft Charter High,34.169068,-118.571336,2208.0,96.0,3,1,23.0,0.1474774473772135,0.0570698466780238,603.0,0.2599571734475375,Woodland Hills,Los Angeles Unified,0,0,0.0943,345,661,0.0,0.5677966101694916,0.16264763779527558
062271003388,Taper Avenue Elementary,33.762181,-118.298347,687.0,33.0,1,1,20.818181818181817,0.0458402940193785,0.0514945020907542,-4.0,0.0,San Pedro,Los Angeles Unified,0,0,0.0402,231,204,0.0,0.37457627118644066,0.05019685039370079
062271003390,Tarzana Elementary,34.174999,-118.545776,241.0,14.0,1,1,17.214285714285715,0.016037420648179,0.042285227549282,-4.0,0.0,Tarzana,Los Angeles Unified,0,0,0.1379,214,78,0.0,0.34576271186440677,0.019192913385826772
062271003391,Telfair Avenue Elementary,34.26856,-118.431917,562.0,30.0,1,1,18.73333333333333,0.0374874707651186,0.0461669505962521,-4.0,0.0,Pacoima,Los Angeles Unified,0,0,0.1801,270,124,0.0,0.4406779661016949,0.03051181102362205
062271003393,Tenth Street Elementary,34.048202,-118.273344,391.0,20.0,1,1,19.55,0.026060808553291,0.0482538330494037,-4.0,0.0,Los Angeles,Los Angeles Unified,1,0,0.3267,359,110,0.0,0.5915254237288136,0.027066929133858268
062271003394,Third Street Elementary,34.070541,-118.33508,624.0,29.0,1,1,21.517241379310345,0.0416304710992315,0.0532808553133995,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1067,177,65,0.0,0.2830508474576271,0.015994094488188976
062271003395,Thirty-Second Street USC Performing Arts,34.024576,-118.282623,902.0,44.0,4,4,20.5,0.0602071500167056,0.0506814310051107,115.0,0.0509635974304068,Los Angeles,Los Angeles Unified,0,0,0.1064,131,292,0.0,0.20508474576271185,0.0718503937007874
062271003396,Birdielee V. Bright Elementary,34.023137,-118.31114,409.0,20.0,1,1,20.45,0.0272636151019044,0.0505536626916524,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1466,158,121,0.0,0.25084745762711863,0.029773622047244094
062271003397,Thomas Riley High,33.942765,-118.24712,18.0,4.0,3,4,4.5,0.0011359839625793,0.0097955706984667,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1524,212,2,0.0,0.3423728813559322,0.0004921259842519685
062271003398,Henry David Thoreau Continuation,34.169039,-118.570025,76.0,5.0,3,4,15.2,0.0050116939525559,0.0371379897785349,-4.0,0.0,Woodland Hills,Los Angeles Unified,0,0,0.0836,168,23,0.0,0.2677966101694915,0.005659448818897638
062271003399,Toland Way Elementary,34.121221,-118.217263,243.0,14.0,1,1,17.357142857142858,0.0161710658202472,0.0426502798734485,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1195,215,60,0.0,0.34745762711864403,0.014763779527559055
062271003400,Toluca Lake Elementary,34.1593,-118.361216,442.0,21.0,1,1,21.047619047619047,0.029468760441029,0.0520807982477488,-4.0,0.0,North Hollywood,Los Angeles Unified,0,0,0.1165,153,43,0.0,0.2423728813559322,0.010580708661417323
062271003401,Topanga Elementary Charter,34.0921,-118.6039,192.0,10.0,1,1,19.2,0.0127631139325091,0.0473594548551959,-4.0,0.0,Topanga,Los Angeles Unified,1,0,0.3335,180,13,0.0,0.28813559322033894,0.0031988188976377952
062271003402,Topeka Charter School For Advanced Studies,34.248202,-118.546631,519.0,25.0,1,1,20.76,0.0346140995656531,0.0513458262350937,-4.0,0.0,Northridge,Los Angeles Unified,0,0,0.0242,385,79,0.0,0.635593220338983,0.019438976377952756
062271003403,Towne Avenue Elementary,33.857866,-118.267785,263.0,14.0,1,1,18.785714285714285,0.0175075175409288,0.0463008031151131,-4.0,0.0,Carson,Los Angeles Unified,0,0,0.0863,211,81,0.0,0.3406779661016949,0.019931102362204724
062271003404,Trinity Street Elementary,34.012285,-118.269203,232.0,14.0,1,1,16.571428571428573,0.0154360173738723,0.0406424920905329,-4.0,0.0,Los Angeles,Los Angeles Unified,1,0,0.4338,221,72,0.0,0.35762711864406777,0.017716535433070866
062271003406,Tulsa Street Elementary,34.269009,-118.493153,384.0,21.0,1,1,18.285714285714285,0.0255930504510524,0.0450231199805305,-4.0,0.0,Granada Hills,Los Angeles Unified,0,0,0.0217,201,147,0.0,0.32372881355932204,0.03617125984251968
062271003407,Tweedy Elementary,33.943093,-118.182354,438.0,24.0,1,1,18.25,0.0292014700968927,0.0449318568994889,-4.0,0.0,South Gate,Los Angeles Unified,0,0,0.2016,160,30,0.0,0.2542372881355932,0.0073818897637795275
062271003408,Twentieth Street Elementary,34.022396,-118.249366,521.0,24.0,1,1,21.70833333333333,0.0347477447377213,0.0537691652470187,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1058,95,107,0.0,0.14406779661016947,0.026328740157480313
062271003409,Twenty-Eighth Street Elementary,34.018788,-118.261061,533.0,29.0,1,1,18.379310344827587,0.0355496157701303,0.0452622921929154,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1529,18,212,0.0,0.013559322033898303,0.05216535433070866
062271003410,Twenty-Fourth Street Elementary,34.034951,-118.310623,497.0,25.0,1,1,19.88,0.0331440026729034,0.0490971039182282,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.0332,168,54,0.0,0.2677966101694915,0.01328740157480315
062271003411,Two Hundred Thirty-Second Place,33.814183,-118.282311,393.0,19.0,1,1,20.68421052631579,0.0261944537253591,0.0511521563704832,-4.0,0.0,Carson,Los Angeles Unified,0,0,0.0337,154,93,0.0,0.24406779661016947,0.022883858267716536
062271003412,Union Avenue Elementary,34.063886,-118.266973,868.0,43.0,1,1,20.186046511627907,0.0579351820915469,0.0498791648508379,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1393,201,66,0.0,0.32372881355932204,0.01624015748031496
062271003413,University High School Charter,34.045564,-118.460961,1448.0,66.0,3,1,21.939393939393938,0.096692281991313,0.0543596097258788,409.0,0.1768736616702355,Los Angeles,Los Angeles Unified,0,0,0.1711,59,326,0.0,0.08305084745762711,0.08021653543307086
062271003414,Utah Street Elementary,34.049691,-118.224567,369.0,25.0,1,1,14.76,0.0245907116605412,0.0360136286201022,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.0714,240,118,0.0,0.38983050847457623,0.029035433070866142
062271003415,Valerio Street Elementary,34.205477,-118.461136,688.0,30.0,1,1,22.933333333333334,0.0459071166054126,0.0568994889267461,-4.0,0.0,Van Nuys,Los Angeles Unified,0,0,0.0156,31,238,0.0,0.035593220338983045,0.05856299212598425
062271003416,Lake Balboa College Preparatory Magnet K-12,34.192563,-118.502029,587.0,28.0,4,4,20.964285714285715,0.0391580354159706,0.0518678510586517,-4.0,0.0,Lake Balboa,Los Angeles Unified,1,0,0.6499,158,124,0.0,0.25084745762711863,0.03051181102362205
062271003417,Valley View Elementary,34.125309,-118.344961,161.0,10.0,1,1,16.1,0.0106916137654527,0.0394378194207836,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1659,93,13,0.0,0.1406779661016949,0.0031988188976377952
062271003418,Van Deene Avenue Elementary,33.838121,-118.2889,288.0,14.0,1,1,20.571428571428573,0.0191780821917808,0.0508639571671939,-4.0,0.0,Torrance,Los Angeles Unified,0,0,0.0787,133,75,0.0,0.20847457627118643,0.018454724409448817
062271003419,Van Gogh Charter,34.305225,-118.506022,395.0,18.0,1,1,21.944444444444443,0.0263280988974273,0.0543725156161272,-4.0,0.0,Granada Hills,Los Angeles Unified,0,0,0.1056,91,81,0.0,0.1372881355932203,0.019931102362204724
062271003420,Van Ness Avenue Elementary,34.080825,-118.316056,172.0,12.0,1,1,14.333333333333334,0.0114266622118275,0.034923339011925,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.2028,189,21,0.0,0.30338983050847457,0.005167322834645669
062271003421,Van Nuys Elementary,34.188314,-118.44611,443.0,23.0,1,1,19.26086956521739,0.0295355830270631,0.0475149988889711,-4.0,0.0,Van Nuys,Los Angeles Unified,0,0,0.1707,162,25,0.0,0.2576271186440678,0.006151574803149606
062271003422,Van Nuys Middle,34.169428,-118.451326,894.0,40.0,2,1,22.35,0.059672569328433,0.0554088586030664,-4.0,0.0,Van Nuys,Los Angeles Unified,1,0,0.4027,184,57,0.0,0.2949152542372881,0.014025590551181102
062271003424,Van Nuys Senior High,34.18974,-118.453638,2398.0,118.0,3,1,20.322033898305083,0.1601737387236886,0.0502266624317847,534.0,0.230406852248394,Van Nuys,Los Angeles Unified,1,0,0.2662,261,947,0.0,0.4254237288135593,0.2330216535433071
062271003425,Vanalden Avenue Elementary,34.182768,-118.546624,421.0,22.0,1,1,19.13636363636364,0.0280654861343133,0.0471968406380672,-4.0,0.0,Reseda,Los Angeles Unified,0,0,0.1824,65,158,0.0,0.09322033898305085,0.03887795275590551
062271003427,Vena Avenue Elementary,34.240228,-118.420034,475.0,25.0,1,1,19.0,0.0316739057801536,0.0468483816013628,-4.0,0.0,Arleta,Los Angeles Unified,0,0,0.2023,92,79,0.0,0.1389830508474576,0.019438976377952756
062271003429,Venice Senior High,33.996932,-118.444048,2046.0,92.0,3,1,22.23913043478261,0.1366521884396926,0.0551255462558329,572.0,0.2466809421841541,Los Angeles,Los Angeles Unified,0,0,0.123,281,172,0.0,0.45932203389830506,0.04232283464566929
062271003430,Verdugo Hills Senior High,34.261092,-118.298458,1192.0,67.0,3,1,17.791044776119403,0.0795856999665887,0.0437590582013272,391.0,0.1691648822269807,Tujunga,Los Angeles Unified,0,0,0.1259,154,176,0.0,0.24406779661016947,0.04330708661417323
062271003431,Vermont Avenue Elementary,34.030981,-118.292856,384.0,18.0,1,1,21.33333333333333,0.0255930504510524,0.0528109028960817,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1388,47,152,0.0,0.06271186440677966,0.03740157480314961
062271003432,Vernon City Elementary,34.003484,-118.231284,175.0,9.0,1,1,19.444444444444443,0.0116271299699298,0.047984099943214,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.0851,176,37,0.0,0.28135593220338984,0.009104330708661417
062271003433,Victoria Avenue Elementary,33.946515,-118.211035,331.0,20.0,1,1,16.55,0.0220514533912462,0.040587734241908,-4.0,0.0,South Gate,Los Angeles Unified,0,0,0.1343,290,56,0.0,0.47457627118644063,0.013779527559055118
062271003434,Victory Boulevard Elementary,34.185371,-118.392551,443.0,24.0,1,1,18.45833333333333,0.0295355830270631,0.0454642248722316,-4.0,0.0,North Hollywood,Los Angeles Unified,0,0,0.051,260,29,0.0,0.423728813559322,0.007135826771653543
062271003435,View Park Continuation,34.021797,-118.348243,22.0,1.0,3,4,22.0,0.0014032743067156,0.0545144804088586,-4.0,0.0,Los Angeles,Los Angeles Unified,1,0,0.4059,22,3,0.0,0.02033898305084746,0.0007381889763779527
062271003436,Vine Street Elementary,34.088081,-118.32697,285.0,14.0,1,1,20.357142857142858,0.0189776144336785,0.0503163786809442,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1645,285,19,0.0,0.4661016949152542,0.004675196850393701
062271003437,Vinedale College Preparatory Academy,34.233885,-118.352181,205.0,12.0,1,1,17.083333333333332,0.0136318075509522,0.0419505962521294,-4.0,0.0,Sun Valley,Los Angeles Unified,0,0,0.3923,153,63,0.0,0.2423728813559322,0.015501968503937008
062271003438,Vintage Math/Science/Technology Magnet,34.25208,-118.477596,720.0,31.0,1,4,23.225806451612904,0.0480454393585031,0.0576468648678353,-4.0,0.0,North Hills,Los Angeles Unified,1,0,0.5281,376,167,0.0,0.6203389830508474,0.041092519685039366
062271003439,Virgil Middle,34.073993,-118.291126,1031.0,53.0,2,1,19.452830188679247,0.0688272636151019,0.0480055285911735,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1937,96,319,0.0,0.14576271186440676,0.07849409448818898
062271003440,Virginia Road Elementary,34.028064,-118.339818,195.0,11.0,1,1,17.727272727272727,0.0129635816906114,0.0435960972587889,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1977,149,17,0.0,0.23559322033898306,0.004183070866141732
062271003441,Wadsworth Avenue Elementary,34.009498,-118.258172,578.0,30.0,1,1,19.266666666666666,0.0385566321416638,0.0475298126064736,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1313,76,171,0.0,0.11186440677966102,0.04207677165354331
062271003442,Walgrove Avenue Elementary,34.005932,-118.451922,224.0,15.0,1,1,14.933333333333334,0.0149014366855997,0.0364565587734241,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1402,250,29,0.0,0.4067796610169491,0.007135826771653543
062271003443,Warner Avenue Elementary,34.069777,-118.433832,545.0,26.0,1,1,20.96153846153846,0.0363514868025392,0.0518608308216485,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.0923,29,109,0.0,0.032203389830508466,0.026820866141732284
062271003444,George Washington Preparatory High,33.937076,-118.303342,715.0,37.0,3,1,19.324324324324323,0.0477113264283327,0.047677149040011,242.0,0.1053533190578158,Los Angeles,Los Angeles Unified,0,0,0.0742,150,162,0.0,0.23728813559322032,0.03986220472440945
062271003445,Daniel Webster Middle,34.029597,-118.435311,393.0,24.0,2,1,16.375,0.0261944537253591,0.040140545144804,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1091,276,21,0.0,0.45084745762711864,0.005167322834645669
062271003446,Lenicia B. Weemes Elementary,34.021488,-118.297461,415.0,19.0,1,1,21.84210526315789,0.0276645506181089,0.0541110015242535,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1505,36,67,0.0,0.04406779661016949,0.016486220472440943
062271003447,Weigand Avenue Elementary,33.941116,-118.2299,328.0,14.0,1,1,23.428571428571427,0.021850985633144,0.0581650036505232,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1538,107,36,0.0,0.16440677966101694,0.008858267716535433
062271003448,Welby Way Charter Elem Sch And Gifted-High Ability Magnet,34.191576,-118.638242,738.0,31.0,1,1,23.806451612903224,0.0492482459071166,0.0591306259273506,-4.0,0.0,West Hills,Los Angeles Unified,1,0,0.6352,288,269,0.0,0.47118644067796606,0.06619094488188976
062271003449,West Athens Elementary,33.924334,-118.293928,537.0,29.0,1,1,18.517241379310345,0.0358169061142666,0.0456147565059037,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.0286,241,81,0.0,0.39152542372881355,0.019931102362204724
062271003451,West Hollywood Elementary,34.089113,-118.387354,311.0,14.0,1,1,22.214285714285715,0.0207150016705646,0.0550620588951083,-4.0,0.0,West Hollywood,Los Angeles Unified,0,0,0.0285,85,39,0.0,0.1271186440677966,0.009596456692913386
062271003454,West Vernon Avenue Elementary,34.004845,-118.28018,568.0,27.0,1,1,21.03703703703704,0.037888406281323,0.0520537573348476,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.2112,20,225,0.0,0.01694915254237288,0.055364173228346455
062271003455,WESM Health/Sports Medicine,33.958624,-118.428875,669.0,32.0,3,4,20.90625,0.0446374874707651,0.0517195485519591,391.0,0.1691648822269807,Los Angeles,Los Angeles Unified,0,0,0.0624,55,51,0.0,0.07627118644067797,0.012549212598425197
062271003456,Western Avenue Technology Magnet,33.993904,-118.307217,505.0,24.0,1,4,21.041666666666668,0.033678583361176,0.0520655877342419,-4.0,0.0,Los Angeles,Los Angeles Unified,1,0,0.6196,194,154,0.0,0.311864406779661,0.03789370078740158
062271003457,Westminster Avenue Elementary,33.991706,-118.472225,335.0,21.0,1,1,15.952380952380953,0.0223187437353825,0.0390605986858116,-4.0,0.0,Venice,Los Angeles Unified,0,0,0.0733,211,132,0.0,0.3406779661016949,0.03248031496062992
062271003458,Westport Heights Elementary,33.966872,-118.38902,174.0,8.0,1,1,21.75,0.0115603073838957,0.0538756388415673,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.026,263,47,0.0,0.42881355932203385,0.01156496062992126
062271003459,Westwood Charter Elementary,34.047358,-118.429953,644.0,31.0,1,1,20.774193548387096,0.0429669228199131,0.0513820959498818,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.0205,440,208,0.0,0.728813559322034,0.051181102362204724
062271003460,Stephen M. White Middle,33.826358,-118.285608,1474.0,76.0,2,1,19.394736842105264,0.0984296692281991,0.0478570788128754,-4.0,0.0,Carson,Los Angeles Unified,0,0,0.0223,161,427,0.0,0.25593220338983047,0.10506889763779527
062271003461,White Point Elementary,33.716378,-118.308001,291.0,14.0,1,1,20.785714285714285,0.019378549949883,0.0514115356534436,-4.0,0.0,San Pedro,Los Angeles Unified,0,0,0.1677,187,49,0.0,0.3,0.012057086614173228
062271003462,Wilbur Charter For Enriched Academics,34.165166,-118.545065,521.0,26.0,1,1,20.03846153846154,0.0347477447377213,0.0495020311885729,-4.0,0.0,Tarzana,Los Angeles Unified,0,0,0.1969,345,81,0.0,0.5677966101694916,0.019931102362204724
062271003463,Wilmington Mid Sci Tech Engr Arts Math (STEAM) Magnet,33.797809,-118.273997,1347.0,67.0,2,4,20.104477611940297,0.089943200801871,0.0496707264359632,-4.0,0.0,Wilmington,Los Angeles Unified,1,0,0.5636,192,388,0.0,0.3084745762711864,0.09547244094488189
062271003464,Wilmington Park Elementary,33.786004,-118.246137,515.0,25.0,1,1,20.6,0.0343468092215168,0.0509369676320272,-4.0,0.0,Wilmington,Los Angeles Unified,0,0,0.2052,13,67,0.0,0.005084745762711864,0.016486220472440943
062271003465,Wilshire Crest Elementary,34.057592,-118.344054,111.0,6.0,1,1,18.5,0.0073504844637487,0.0455706984667802,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1448,62,35,0.0,0.08813559322033898,0.00861220472440945
062271003466,Woodrow Wilson Senior High,34.069723,-118.186419,1346.0,87.0,3,1,15.471264367816092,0.0898763782158369,0.0378311695940786,362.0,0.1567451820128479,Los Angeles,Los Angeles Unified,1,0,0.302,98,186,0.0,0.14915254237288134,0.04576771653543307
062271003467,Wilton Place Elementary,34.058769,-118.314727,325.0,21.0,1,1,15.476190476190476,0.0216505178750417,0.0378437576052567,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1988,298,47,0.0,0.488135593220339,0.01156496062992126
062271003469,Winnetka Avenue Elementary,34.219563,-118.570603,343.0,17.0,1,1,20.176470588235293,0.0228533244236551,0.0498546948592043,-4.0,0.0,Canoga Park,Los Angeles Unified,0,0,0.1147,231,93,0.0,0.37457627118644066,0.022883858267716536
062271003470,Wonderland Avenue Elementary,34.114313,-118.379781,430.0,18.0,1,1,23.88888888888889,0.0286668894086201,0.0593412833617262,-4.0,0.0,Los Angeles,Los Angeles Unified,1,0,0.2893,320,106,0.0,0.5254237288135594,0.02608267716535433
062271003471,Woodcrest Elementary,33.9376,-118.295602,597.0,28.0,1,1,21.321428571428573,0.0398262612763114,0.0527804818690679,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.0592,173,142,0.0,0.27627118644067794,0.034940944881889764
062271003472,Woodlake Elementary Community Charter,34.175874,-118.633272,525.0,23.0,1,1,22.82608695652174,0.0350150350818576,0.0566254351529516,-4.0,0.0,Woodland Hills,Los Angeles Unified,0,0,0.1112,424,109,0.0,0.7016949152542373,0.026820866141732284
062271003473,Woodland Hills Elementary Charter For Enriched Studies,34.159029,-118.610473,621.0,29.0,1,1,21.41379310344828,0.0414300033411293,0.0530165070786582,-4.0,0.0,Woodland Hills,Los Angeles Unified,0,0,0.0214,476,32,0.0,0.7898305084745763,0.007874015748031496
062271003474,Woodlawn Avenue Elementary,33.978129,-118.177485,574.0,30.0,1,1,19.133333333333333,0.0382893417975275,0.0471890971039182,-4.0,0.0,Bell,Los Angeles Unified,0,0,0.057,177,165,0.0,0.2830508474576271,0.0406003937007874
062271003475,Orville Wright Engineering and Design Magnet,33.968875,-118.403915,417.0,25.0,2,4,16.68,0.027798195790177,0.0409199318568994,-4.0,0.0,Los Angeles,Los Angeles Unified,1,0,0.5247,54,23,0.0,0.07457627118644068,0.005659448818897638
062271003476,Yorkdale Elementary,34.121008,-118.194202,205.0,10.0,1,1,20.5,0.0136318075509522,0.0506814310051107,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1522,269,26,0.0,0.4389830508474576,0.0063976377952755905
062271003477,Whitney Young Continuation,33.995184,-118.326031,34.0,2.0,3,4,17.0,0.0022051453391246,0.0417376490630323,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.107,14,8,0.0,0.006779661016949153,0.001968503937007874
062271005887,Gratts Learning Academy for Young Scholars (GLAYS),34.057804,-118.262368,349.0,18.0,1,1,19.38888888888889,0.0232542599398596,0.0478421351504826,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.38,188,21,0.0,0.30169491525423725,0.005167322834645669
062271007115,Tri-C Community Day,34.03154,-118.253562,229.0,20.0,3,4,11.45,0.0152355496157701,0.0275553662691652,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.0535,68,66,0.0,0.09830508474576272,0.01624015748031496
062271007118,City of Angels,34.03394,-118.186165,14966.0,562.0,4,4,26.629893238434164,1.0,0.0663455534201895,-4.0,0.0,Los Angeles,Los Angeles Unified,1,0,0.4062,352,4064,0.0,0.5796610169491526,1.0
062271007119,Garden Grove Elementary,34.205094,-118.528854,316.0,14.0,1,1,22.571428571428573,0.021049114600735,0.0559746897055244,-4.0,0.0,Reseda,Los Angeles Unified,0,0,0.1825,248,111,0.0,0.40338983050847455,0.027312992125984252
062271007120,Independence Elementary,33.959356,-118.209646,447.0,29.0,1,1,15.413793103448276,0.0298028733711994,0.0376843094636668,-4.0,0.0,South Gate,Los Angeles Unified,0,0,0.1445,214,122,0.0,0.34576271186440677,0.030019685039370077
062271007521,Haynes Charter For Enriched Studies,34.190312,-118.648241,349.0,16.0,1,1,21.8125,0.0232542599398596,0.0540353492333901,-4.0,0.0,West Hills,Los Angeles Unified,1,0,0.365,516,135,0.0,0.8576271186440678,0.03321850393700787
062271007523,Los Angeles Academy Middle,33.990895,-118.26443,1011.0,55.0,2,1,18.381818181818183,0.0674908118944203,0.0452687006349698,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.3489,276,340,0.0,0.45084745762711864,0.08366141732283465
062271007750,Benjamin Banneker Career and Transition Center,33.903927,-118.268257,164.0,18.0,3,2,9.11111111111111,0.0108920815235549,0.0215786484951731,-4.0,0.0,Los Angeles,Los Angeles Unified,1,0,0.4004,277,44,0.0,0.4525423728813559,0.010826771653543307
062271007751,Belmont Senior High,34.061536,-118.263282,567.0,36.0,3,1,15.75,0.037821583695289,0.0385434412265758,269.0,0.116916488222698,Los Angeles,Los Angeles Unified,0,0,0.1842,165,87,0.0,0.2627118644067796,0.02140748031496063
062271007753,Berenece Carlson Home Hospital,34.147767,-118.369803,479.0,90.0,4,2,5.322222222222222,0.03194119612429,0.0118966496308915,-4.0,0.0,North Hollywood,Los Angeles Unified,0,0,0.17,265,169,0.0,0.43220338983050843,0.04158464566929134
062271007755,Fishburn Avenue Elementary,33.989255,-118.190119,392.0,20.0,1,1,19.6,0.026127631139325,0.048381601362862,-4.0,0.0,Maywood,Los Angeles Unified,0,0,0.0767,217,84,0.0,0.3508474576271186,0.020669291338582675
062271007756,Sven Lokrantz Special Education Center,34.203318,-118.556978,41.0,6.0,4,2,6.833333333333333,0.0026729034413631,0.0157580919931856,-4.0,0.0,Reseda,Los Angeles Unified,0,0,0.1959,225,7,0.0,0.3644067796610169,0.0017224409448818897
062271007757,Downtown Business High,34.063001,-118.250479,903.0,49.0,3,4,18.428571428571427,0.0602739726027397,0.045388172304697,161.0,0.0706638115631691,Los Angeles,Los Angeles Unified,0,0,0.1287,244,265,0.0,0.3966101694915254,0.06520669291338582
062271007758,Charles Leroy Lowman Special Ed and Career Transition Center,34.206561,-118.412489,123.0,14.0,4,2,8.785714285714286,0.0081523554961577,0.0207471404234606,-4.0,0.0,North Hollywood,Los Angeles Unified,0,0,0.0593,84,12,0.0,0.12542372881355932,0.002952755905511811
062271007759,Marlton,34.0088,-118.3438,147.0,14.0,4,2,10.5,0.0097560975609756,0.0251277683134582,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.1755,196,19,0.0,0.31525423728813556,0.004675196850393701
062271007760,James J. McBride Special Education Center,34.000898,-118.430762,138.0,14.0,3,2,9.857142857142858,0.0091546942866688,0.0234850328547091,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.0218,248,24,0.0,0.40338983050847455,0.005905511811023622
062271007762,Alfonso B. Perez Special Education Center,34.038373,-118.168083,240.0,29.0,3,2,8.275862068965518,0.015970598062145,0.0194442812665217,-4.0,0.0,Los Angeles,Los Angeles Unified,0,0,0.0558,96,74,0.0,0.14576271186440676,0.018208661417322834
